label,top,low
player_assists,0.577456411,0.159497817
player_dbno,2.08781715,1.224137642
player_dist_ride,2069.6646,208.0350437
player_dist_walk,2752.892622,582.6487847
player_dmg,430.0104187,208.8731072
player_kills,3.932894029,1.990721021
player_survive_time,1474.013657,432.5830613
