label,top,low
player_assists,0.167044549,0.066944358
player_dbno,0,0
player_dist_ride,2499.665806,945.9135039
player_dist_walk,2805.903395,1442.114483
player_dmg,527.6863062,236.0929845
player_kills,5.047419532,2.181945919
player_survive_time,1651.546489,755.9021916
