label,top,low
player_assists,0.618569007,0.168619321
player_dbno,2.254231811,1.235466542
player_dist_ride,2620.858136,373.3671392
player_dist_walk,2622.911262,710.4586777
player_dmg,465.8425021,215.0258114
player_kills,4.274896571,2.014014088
player_survive_time,1520.333527,485.9292202
