label,top,low
player_assists,0.169476988,0.065283743
player_dbno,0,0
player_dist_ride,1978.270564,619.9926547
player_dist_walk,3031.618374,1106.896104
player_dmg,472.2199461,226.5663748
player_kills,4.441776746,2.101827171
player_survive_time,1620.751015,678.4008151
